order_id,customer_name,customer_email,customer_phone,order_date,status,total_amount,channel_name,shipping_method,payment_method
2822,Hannah Smith,robertbass@example.net,0770228193,2003-07-17,Pending,50326730.78,Phone,Next Day,Cash
2823,Megan Gardner,robinsonteresa@example.com,4756782981,1970-08-23,Shipped,60955668.85,Phone,Next Day,Debit Card
2824,Cynthia Brown,akim@example.net,2801716022,2023-08-16,Cancelled,41302883.27,Phone,Next Day,Debit Card
2825,Kerry May,danielwillis@example.net,8472855791,1997-05-09,Cancelled,29615623.85,In-Store,Standard,Credit Card
2826,Emily Carney,vhaynes@example.net,4753718716,2020-05-13,Pending,58035994.32,Phone,Next Day,Credit Card
2827,Bradley Cunningham,ylee@example.com,7380220353,2011-02-13,Pending,99392832.85,In-Store,Express,Cash
2828,Norman Faulkner,vickirios@example.com,7365159262,1976-07-07,Cancelled,73778598.49,Phone,Next Day,Credit Card
2829,Matthew Galvan,dixonanna@example.org,6171375156,1993-03-09,Shipped,98785173.97,Mobile App,Express,PayPal
2830,Lori Gonzalez,arroyotina@example.net,2720023453,1990-05-17,Pending,52872803.21,Mobile App,Standard,Debit Card
2831,Christopher Hernandez,carlypatterson@example.net,2573560180,2005-03-27,Processing,65620026.21,Phone,Standard,Credit Card
2832,Laura Cooper,williamssteven@example.com,6544502221,1991-10-29,Shipped,26519174.32,Mobile App,Standard,Cash
2833,Eric White,ramosjose@example.org,3321957619,2012-07-05,Processing,57229592.32,Online,Standard,Debit Card
2834,Sara Wilson,pamelajacobs@example.com,2986504503,1970-05-07,Shipped,33246693.92,Mobile App,Next Day,PayPal
2835,Virginia Fletcher,annettedominguez@example.org,2188943501,1982-05-19,Shipped,44517443.0,Phone,Express,PayPal
2836,Shirley Fernandez,crystal95@example.net,6270064026,1997-07-07,Delivered,28368042.66,Online,Standard,Cash
2837,Gina Swanson,jenniferrusso@example.com,2576846310,2011-03-08,Delivered,19157043.13,Online,Next Day,Credit Card
2838,Ryan Jimenez,janet13@example.net,6102391897,1975-07-30,Pending,53334577.14,Online,Standard,Debit Card
2839,Daniel Smith,ryan94@example.org,1915792613,2005-06-15,Processing,71187903.93,In-Store,Next Day,Cash
2840,Andrew Stevens,taylorjennifer@example.com,6466322676,2023-11-18,Delivered,32701740.03,Online,Express,Debit Card
2841,Justin Henderson,rebecca17@example.com,8783209045,1981-10-05,Pending,54936998.27,Online,Express,PayPal
2842,Sean Johnson,penamichael@example.com,2310524630,2012-08-10,Processing,10336254.91,Online,Express,PayPal
2843,Douglas Reynolds,sarahclark@example.com,3218344895,2001-12-01,Pending,15903185.34,In-Store,Standard,Debit Card
2844,Victoria Wall,maydaniel@example.org,2995941161,1995-02-15,Cancelled,53335933.17,Mobile App,Standard,PayPal
2845,Kristopher Reese,brandonpatel@example.net,0312642275,2018-04-17,Delivered,54782677.56,Mobile App,Next Day,PayPal
2846,David Smith,bclements@example.com,4089659853,2013-12-06,Pending,85777219.31,Online,Express,Debit Card
2847,Rebecca Wilson,grace56@example.org,9130535004,2004-07-19,Delivered,51578790.98,Online,Standard,Cash
2848,Susan Lawson,joshuagarcia@example.org,5251453645,1984-07-12,Processing,37800711.41,Mobile App,Express,Credit Card
2849,Paula Scott,medinaveronica@example.com,1959783187,1990-09-01,Shipped,16209614.2,In-Store,Next Day,PayPal
2850,Joann Beck,anthony53@example.com,1281617658,1994-07-09,Pending,79423508.94,In-Store,Express,Debit Card
2851,Savannah Larson,morrisoncameron@example.net,1099671913,2012-10-25,Processing,26241509.62,Online,Standard,Debit Card
2852,Justin Cole MD,ortizbrandon@example.com,1693578210,1974-02-27,Shipped,12266382.31,Phone,Standard,Debit Card
2853,Carrie Clark,justin70@example.com,8925285029,2015-08-04,Delivered,14148469.98,In-Store,Standard,Debit Card
2854,Ashley Olson,njohnson@example.com,9500306900,1996-04-24,Shipped,34324444.79,Online,Next Day,Credit Card
2855,Jake Collins,romerodavid@example.org,6548382779,1989-09-06,Shipped,99320296.0,Phone,Express,Cash
2856,Brian Moore,rochaabigail@example.org,5836684240,2006-02-07,Cancelled,95024759.09,In-Store,Express,PayPal
2857,Rachel Larsen,rodneyjames@example.net,2538233744,1975-11-10,Cancelled,52276365.6,Phone,Express,Cash
2858,Michael Bonilla,davidjohnson@example.com,8418468148,2003-01-09,Shipped,50734433.79,Online,Standard,Credit Card
2859,Terri Villanueva,smithamanda@example.org,4461883452,2024-01-07,Shipped,72423027.01,Online,Standard,Debit Card
2860,Corey Quinn,kgomez@example.com,7951914038,1997-09-20,Delivered,17575850.56,Mobile App,Standard,Debit Card
2861,Vanessa Cameron,adambryant@example.org,2269352796,1970-11-14,Cancelled,96400880.36,Phone,Express,Credit Card
2862,Paige Marsh,donald14@example.net,6895012661,2008-02-28,Delivered,82487582.28,Mobile App,Next Day,Cash
2863,Sharon Crawford,walkeralexandra@example.net,5971654436,1986-05-08,Pending,77651776.19,Mobile App,Standard,PayPal
2864,Austin Clark,vserrano@example.net,6182053121,2003-09-28,Cancelled,84333057.3,Phone,Next Day,PayPal
2865,Richard Boyd,christina60@example.com,3068401132,2022-09-27,Pending,75041082.81,Phone,Standard,Credit Card
2866,Robin Small,vazquezrebecca@example.org,6796015256,1991-08-16,Processing,81698804.45,In-Store,Express,Cash
2867,Jessica Young,scott19@example.com,4693220352,2014-02-23,Processing,87882482.91,Phone,Standard,PayPal
2868,Erik Miller,stephenflores@example.net,4529506864,2008-08-22,Shipped,61339465.13,In-Store,Standard,PayPal
2869,Theresa Johnson,preed@example.net,6695322338,2016-01-18,Delivered,57728096.08,In-Store,Express,Cash
2870,Michelle Burns,rioserica@example.net,7651254780,2002-02-06,Pending,92035510.42,In-Store,Standard,Credit Card
2871,Angel Mccoy,toddkline@example.net,4982559108,1981-01-26,Processing,51631545.93,Mobile App,Express,PayPal
2872,Anthony Mason,danielwright@example.com,0839467982,1996-10-30,Processing,78639471.46,In-Store,Express,Cash
2873,Tina Jacobson,ashley11@example.org,8831942902,1979-07-09,Cancelled,80624384.68,Phone,Express,PayPal
2874,Christopher Castro,matthewmeyer@example.org,7014910324,2022-04-04,Delivered,63622841.95,Phone,Standard,Cash
2875,Alyssa Baird,garciaana@example.net,0869361927,1970-12-27,Cancelled,89611045.89,Phone,Standard,Cash
2876,James Lewis,tsantiago@example.com,2366439409,1979-11-19,Shipped,95344068.63,In-Store,Express,Credit Card
2877,Michael Allen,william52@example.com,1492031634,2014-08-10,Shipped,17468236.95,Online,Express,PayPal
2878,Shawn Smith,kklein@example.org,2126990544,2012-10-21,Cancelled,86222304.71,In-Store,Standard,Cash
2879,Melissa Bradshaw,joshuawilson@example.net,2792065396,2010-03-06,Shipped,21640106.41,Mobile App,Standard,PayPal
2880,Karen Suarez,garciaanthony@example.org,2998998601,1988-03-18,Delivered,85382137.56,Phone,Express,PayPal
2881,Jason Garcia,vincentgrant@example.net,4531492449,1984-02-11,Shipped,41040721.95,Mobile App,Standard,PayPal
2882,Lori Rodriguez,silvanathan@example.net,1546895947,1974-09-05,Delivered,46288167.99,In-Store,Express,Credit Card
2883,Christopher Stark,barryreed@example.net,2306725791,2017-05-03,Pending,40077552.1,Mobile App,Standard,Debit Card
2884,Gabrielle Hill,jray@example.net,6017689968,1983-11-09,Pending,95789065.35,Online,Next Day,Debit Card
2885,Brian Sandoval,charles37@example.com,0380179365,2002-10-08,Shipped,85853875.63,Phone,Standard,Credit Card
2886,Meghan Reed,donald40@example.net,7202213431,1996-10-02,Pending,91704535.64,Online,Express,Cash
2887,Tina Lynch,taylorpatricia@example.com,3332546680,2003-10-19,Pending,47267114.01,Phone,Standard,Cash
2888,Cheryl Scott,akhan@example.net,5352677656,1976-06-29,Processing,87418669.0,Mobile App,Next Day,Cash
2889,Eric Yang,karenphillips@example.org,4651328004,2006-03-23,Processing,40170451.23,Phone,Express,Cash
2890,Laura Garcia,ihayes@example.com,8856547732,2008-01-12,Delivered,40776360.53,Online,Express,Credit Card
2891,Kathleen Martin,amyholland@example.org,8456150112,1981-06-24,Processing,74884183.52,Phone,Standard,PayPal
2892,Eric Lee,rcasey@example.org,2118383283,2009-07-11,Cancelled,10937471.3,Online,Standard,Debit Card
2893,Lauren Best,xcabrera@example.com,5106854054,2000-08-01,Cancelled,65943380.77,Mobile App,Express,Credit Card
2894,Fred Bridges,melissa17@example.com,7918842132,1977-03-04,Cancelled,84004611.91,Mobile App,Express,Cash
2895,Jordan Tucker,emmaallen@example.org,2335042834,2025-05-05,Processing,97710148.5,Mobile App,Express,Cash
2896,Wendy Frost,boonemichael@example.com,6987414758,2024-07-18,Processing,11779701.14,In-Store,Next Day,Credit Card
2897,Julie Lewis,molly44@example.net,1759810319,2008-01-12,Pending,55707045.95,In-Store,Standard,PayPal
2898,Chelsey Curtis,tschmidt@example.net,0913495703,1984-12-12,Processing,95450732.39,In-Store,Express,PayPal
2899,Edward Arnold,robert13@example.org,7452026487,2023-03-23,Pending,50757879.35,Phone,Standard,Debit Card
2900,Dr. Marvin Evans,david23@example.net,3728192153,1977-07-26,Shipped,36655734.49,Phone,Standard,Cash
2901,Jennifer Miller,nicholas25@example.net,2071331414,2002-08-19,Shipped,96352230.54,Mobile App,Express,Credit Card
2902,Amanda George,preese@example.org,3288893815,1983-10-22,Pending,42647481.0,Online,Standard,PayPal
2903,Albert Anderson,allisonhoffman@example.com,6510271933,2010-01-26,Delivered,41389160.28,Online,Next Day,Credit Card
2904,Jason Hernandez,powellhannah@example.org,6011384949,2023-06-05,Delivered,28728431.76,Online,Next Day,Credit Card
2905,Eric Bishop,jleon@example.net,7564108070,1983-08-01,Pending,58238450.63,Phone,Next Day,Debit Card
2906,Ronald Brown,andrew80@example.net,0461185340,2020-07-31,Delivered,81860046.78,Online,Next Day,Credit Card
2907,Stephanie Gates,wesley19@example.org,6649051249,1975-04-17,Delivered,92771359.46,Mobile App,Standard,PayPal
2908,Michael Nguyen,qmiller@example.org,7809838919,2019-07-09,Pending,92858631.62,In-Store,Next Day,Credit Card
2909,Shane Wallace,christine16@example.org,4298776498,1975-08-09,Delivered,14305566.42,In-Store,Express,Cash
2910,Chelsey Harvey,joseph89@example.net,4744118355,2000-06-25,Cancelled,19903608.71,In-Store,Express,Cash
2911,Donald Morris,gbaker@example.com,6200110184,1978-09-03,Pending,31458467.8,Online,Standard,Cash
2912,Anthony Gutierrez,dustinaustin@example.net,9016820059,2017-07-15,Shipped,38789173.14,Online,Standard,Credit Card
2913,Jerry Ross,kfrazier@example.com,0083477602,1995-01-05,Delivered,80374390.75,Online,Express,Debit Card
2914,Cynthia Miller,christopherross@example.net,0918780455,2002-12-09,Cancelled,54644956.71,Mobile App,Next Day,Debit Card
2915,Vincent Johnson,katie48@example.net,5599346716,2012-05-05,Pending,82783859.78,Phone,Standard,PayPal
2916,Jorge French,peter44@example.org,9581417466,2020-01-06,Shipped,58986493.16,Mobile App,Standard,Debit Card
2917,Barry Curry,ehansen@example.net,7120583826,2008-03-16,Processing,85292914.12,In-Store,Express,Credit Card
2918,Mrs. Lindsey Reynolds,rburns@example.net,8182559107,2003-03-14,Shipped,61836082.72,Online,Express,Cash
2919,Michael Santos III,leemichael@example.net,7946074663,1972-11-01,Cancelled,11671901.94,Mobile App,Express,Debit Card
2920,Jennifer Aguilar,kelleylinda@example.net,2733698450,1973-07-21,Delivered,14332319.7,Online,Next Day,Cash
2921,Alejandra Patel,jstout@example.org,3577713464,1975-08-01,Processing,20684820.4,Online,Standard,PayPal
2922,Wanda Miller,rcole@example.net,1499995862,2007-12-23,Delivered,18475589.4,Mobile App,Express,Debit Card
2923,Sandra Phillips,tstafford@example.com,7660399616,2019-03-27,Shipped,92817444.83,Mobile App,Standard,Debit Card
2924,David Anderson,rmorris@example.org,2223892243,1997-10-23,Cancelled,71237390.81,Mobile App,Next Day,Cash
2925,Angela Scott,charles47@example.com,2373262359,1982-09-29,Shipped,67913370.72,Online,Standard,PayPal
2926,Matthew Johnson,yalexander@example.org,0753237783,2002-07-24,Pending,56801731.37,Phone,Express,Credit Card
2927,Sarah Brown,trodriguez@example.org,2593082596,2006-08-25,Processing,21630281.37,Mobile App,Standard,PayPal
2928,Carl Lopez,michaelhaynes@example.net,3715910010,2022-03-28,Processing,54785331.46,Online,Next Day,PayPal
2929,Bruce Hawkins,tyler04@example.net,3231759788,1976-10-07,Cancelled,25672135.13,In-Store,Express,Credit Card
2930,Debra Taylor,benjaminsmith@example.net,3525918250,1978-07-11,Processing,54276997.87,In-Store,Next Day,Credit Card
2931,Kent Arnold,cobbdavid@example.com,1457660750,2024-05-01,Delivered,44298474.3,Phone,Next Day,Debit Card
2932,Courtney Dominguez,tking@example.com,3147615102,1987-07-06,Shipped,13593860.1,In-Store,Standard,Debit Card
2933,Jennifer Hunt,leonturner@example.net,8966204307,2010-09-04,Processing,24447026.43,Online,Express,Cash
2934,Brian Williamson,robbinsjames@example.org,6430672973,1992-01-09,Processing,72296689.25,In-Store,Next Day,Debit Card
2935,Denise Jones,hmccoy@example.net,0774378987,1971-02-09,Pending,64514404.26,Mobile App,Express,PayPal
2936,Fernando Moyer DDS,jonathan50@example.net,7619058614,1992-09-26,Delivered,26036769.96,Phone,Next Day,Debit Card
2937,Jessica Smith,uthompson@example.com,4637320916,2017-02-17,Delivered,18185867.81,Phone,Express,Credit Card
2938,David Taylor,ortegacarrie@example.org,9483685150,2012-03-05,Processing,61075863.36,Phone,Express,Debit Card
2939,Mary Gallegos,david84@example.com,1978646879,2025-06-24,Cancelled,71961814.53,Phone,Express,Credit Card
2940,Ellen Chase,vargasdaniel@example.net,9723603997,1992-04-27,Pending,27623856.16,Mobile App,Standard,Credit Card
2941,Ronald Singleton,maureensimmons@example.org,6117320340,1972-01-28,Shipped,98658660.55,Mobile App,Next Day,Credit Card
2942,Stephen Guerra,jerryreed@example.com,4327453426,1986-11-04,Shipped,61296452.25,Mobile App,Express,Cash
2943,Amanda Sanchez,lewisglenn@example.com,5250022331,1977-10-17,Processing,43539498.03,In-Store,Standard,Cash
2944,Dylan Mueller,jesse09@example.com,5885070480,2003-11-08,Pending,29587122.01,Mobile App,Standard,PayPal
2945,Laura Allen,stephanie17@example.com,5195356685,1995-10-03,Delivered,93549178.29,Online,Next Day,Debit Card
2946,Thomas Knight,durankelly@example.net,1803003533,2005-01-30,Delivered,64812509.31,Mobile App,Express,Cash
2947,Kimberly Harris,hickmanalexandra@example.net,4343259481,2004-12-28,Processing,66273423.64,Online,Next Day,Cash
2948,Jennifer Nicholson,martinezrebecca@example.net,7129820080,1998-07-20,Delivered,19968908.63,In-Store,Express,PayPal
2949,Cody Chase,kerrydickerson@example.org,7282418662,2018-06-11,Pending,26401129.38,Phone,Standard,Cash
2950,Rachel Smith,nmiller@example.org,7382566697,1971-12-20,Processing,31757238.29,Online,Standard,PayPal
2951,Amy Campos,chadeaton@example.org,8242495120,1988-10-15,Processing,28781269.83,Mobile App,Standard,Debit Card
2952,Dawn Morrison,nconway@example.com,3961679723,2006-10-04,Processing,51449112.19,In-Store,Standard,Debit Card
2953,Pamela Alexander,petersonrobert@example.net,6240012347,2020-11-25,Shipped,91607555.05,Online,Next Day,Credit Card
2954,Valerie Anderson,tammy63@example.com,4055111203,2023-02-22,Delivered,55832255.88,Phone,Standard,Cash
2955,Antonio Jimenez,shannon22@example.net,0168782152,2002-05-09,Cancelled,44157755.71,In-Store,Express,PayPal
2956,Eric Garcia,ethan73@example.com,9439500759,1985-01-03,Processing,49120910.73,Phone,Express,Credit Card
2957,Luis Griffith,mckenzievictoria@example.net,2212054831,1998-04-08,Cancelled,79031758.48,Phone,Next Day,Debit Card
2958,Brianna Martinez,deanna77@example.net,0982955825,2023-03-28,Delivered,66591677.95,In-Store,Next Day,Cash
2959,Rachel Williams,thomaspeter@example.net,0181252248,1970-09-25,Delivered,95922842.66,Online,Express,Cash
2960,Ruben Morgan MD,ashleyjones@example.com,1619564910,1978-05-30,Delivered,31033122.77,Online,Next Day,Credit Card
2961,Monica Mclean,clintongarza@example.org,4415473120,2022-11-15,Shipped,36563162.02,Online,Standard,Credit Card
2962,William Fischer,jenniferrandolph@example.net,4635386009,2011-10-06,Processing,64859978.02,In-Store,Express,Credit Card
2963,Tammy Graham,amandapitts@example.com,6184590064,2006-09-04,Processing,20989263.88,Mobile App,Next Day,PayPal
2964,Shirley Thomas,zstrickland@example.net,9618876091,1994-03-10,Processing,99815754.11,Phone,Express,Debit Card
2965,Shawn Green,alexanderthomas@example.com,5216651194,1995-07-25,Cancelled,71556828.46,Online,Next Day,Cash
2966,James King,growe@example.net,9521688292,2000-08-18,Cancelled,40621208.38,Phone,Express,Cash
2967,Courtney Harris,garciaconnor@example.org,1822872536,1974-12-18,Processing,36723712.95,In-Store,Next Day,Debit Card
2968,Megan Evans,martinezrichard@example.com,3794281407,2010-01-08,Delivered,81371859.43,Mobile App,Express,PayPal
2969,Brent White,amandasanchez@example.net,5747069880,2017-04-01,Pending,62403611.22,Phone,Next Day,Cash
2970,Janice Allen,rhuynh@example.com,5845698439,1998-11-08,Processing,31889992.42,In-Store,Standard,Credit Card
2971,Mark Jones,reesealexandra@example.com,8392729935,2015-04-27,Pending,99254208.93,Online,Express,Debit Card
2972,Mrs. Kimberly Anderson DDS,valeriestafford@example.org,0322969925,2015-02-07,Processing,41150829.49,Phone,Express,Cash
2973,Mitchell Mitchell,michaelchoi@example.org,1993725898,2002-05-25,Delivered,72763211.22,Phone,Express,Cash
2974,Matthew Stevens,mcdonaldshane@example.com,6061224195,2025-04-22,Cancelled,93589463.12,Mobile App,Express,Credit Card
2975,Hailey Hernandez,rtaylor@example.org,3835538003,1996-07-17,Delivered,63470326.27,Phone,Standard,Credit Card
2976,Belinda King,zimmermankevin@example.net,8585910180,2006-05-04,Cancelled,89744772.5,Phone,Next Day,Cash
2977,Dave Price,troy34@example.com,2045392477,2018-12-16,Cancelled,57269626.16,Phone,Next Day,PayPal
2978,Jennifer Boyd,heather76@example.com,8893218360,1972-04-27,Delivered,84903457.03,In-Store,Express,Debit Card
2979,Susan Perry,tylertara@example.net,1711591327,1985-04-20,Shipped,21014262.52,Mobile App,Standard,Cash
2980,Mark Mcgee,robertleonard@example.net,6600248115,1989-08-13,Delivered,36036473.58,Phone,Standard,Debit Card
2981,Joanna Martin,cantrellcarol@example.org,1219128894,2006-07-20,Processing,64833568.06,In-Store,Next Day,Cash
2982,Garrett Vasquez,matthew63@example.net,3866217534,2006-09-22,Cancelled,62920845.57,Phone,Standard,Credit Card
2983,Stephanie Thompson,walkerjessica@example.org,8305235779,1996-04-28,Processing,67928240.63,Phone,Next Day,PayPal
2984,Alexis Castro,larryalvarez@example.net,5503151530,2017-02-25,Processing,15673707.72,Online,Next Day,Debit Card
2985,Rhonda Hall,mcdowelllauren@example.net,9965973581,2006-12-20,Shipped,15379775.86,Phone,Express,Debit Card
2986,Gregory Evans,isaiah84@example.com,3509102585,1979-11-14,Shipped,23892645.69,Online,Standard,Debit Card
2987,Victoria Duncan,smallpenny@example.com,9954833675,1997-04-22,Processing,20664231.45,Mobile App,Standard,Debit Card
2988,Melissa Robles,karen23@example.com,0203823196,2019-05-20,Processing,99136097.47,In-Store,Standard,Credit Card
2989,Nancy Davis,peggy93@example.org,9812392489,2000-01-06,Cancelled,74581366.01,In-Store,Standard,Debit Card
2990,Gregory Logan,stanley87@example.net,2371916343,2024-08-12,Delivered,34804135.3,Online,Next Day,Debit Card
2991,Brittany Decker,james63@example.net,5694667669,1989-08-27,Processing,25755859.91,Online,Standard,Credit Card
2992,John Sanders,mary88@example.org,4354383988,1970-10-21,Shipped,36306808.42,Online,Express,PayPal
2993,Brian Johnson,selenajones@example.net,2000026485,1972-05-07,Pending,10608316.12,In-Store,Next Day,PayPal
2994,Jared Russell,frostmelody@example.org,5577274720,1982-11-13,Processing,20572390.87,Online,Express,Debit Card
2995,Jonathan Hunter,sharon01@example.net,5226130650,2001-01-28,Shipped,57802382.69,Mobile App,Standard,Credit Card
2996,Joseph Evans,meagantorres@example.net,2947560415,2011-06-23,Shipped,93497809.15,Mobile App,Express,PayPal
2997,Thomas Ellis,wtorres@example.org,3996331976,1975-05-06,Shipped,27980639.12,Phone,Next Day,Credit Card
2998,Kevin Daniels,hintonchristopher@example.net,0006254777,2006-08-12,Pending,44465087.21,Phone,Next Day,Cash
2999,Robert Smith,josephhiggins@example.com,7306739137,1979-03-04,Cancelled,13419979.25,Phone,Express,PayPal
3000,Scott Santiago,adrianperez@example.com,2528503359,1996-02-19,Processing,99988021.84,In-Store,Next Day,PayPal
3001,Ernest Gray,atkinsonjennifer@example.org,7377965192,1988-05-24,Processing,36063421.53,Online,Next Day,PayPal
3002,Brittney Ho,ronaldevans@example.com,3848279775,1974-05-21,Pending,57053613.0,Online,Next Day,PayPal
3003,Robert Roberts,dylan62@example.com,5780754922,2017-12-23,Pending,98817635.82,Online,Standard,PayPal
3004,Marc Robertson,nelsonscott@example.org,0312683860,1972-01-20,Cancelled,95185385.28,Phone,Standard,Credit Card
3005,Susan House,dkeith@example.net,3204140840,1991-05-01,Shipped,16565552.9,Mobile App,Express,Credit Card
3006,Robert Williams,johnsonnathan@example.org,5150582280,1973-03-31,Cancelled,26624860.73,In-Store,Express,Credit Card
3007,Michael Rice,hamiltonstephanie@example.org,2902656459,2007-11-10,Shipped,42100876.12,Phone,Next Day,Cash
3008,Kathleen Bennett,justin86@example.net,2530151975,2023-09-10,Cancelled,62567167.83,Phone,Next Day,Cash
3009,Kristina Dominguez,denise25@example.org,2586531985,2013-06-03,Shipped,56108129.45,In-Store,Next Day,Debit Card
3010,Jason Murphy,harrybrown@example.org,2963559710,2025-02-24,Cancelled,56045671.3,Online,Next Day,Debit Card
3011,Samantha Walters,egreen@example.net,6920656440,2004-12-26,Pending,95353012.55,Phone,Express,PayPal
3012,Stacey Vega,murrayscott@example.com,1483369543,2019-06-05,Delivered,76222656.52,Phone,Standard,Credit Card
3013,Nancy Harris,kelly52@example.org,6382235999,2020-03-19,Cancelled,43802179.61,Online,Standard,PayPal
3014,Mark Fuller,igardner@example.org,3168813434,2010-10-16,Processing,73821397.64,Online,Express,Credit Card
3015,Krista Holt,dawnrosario@example.org,1229502276,2017-12-06,Processing,21049289.55,Phone,Standard,Cash
3016,Robert Harris,snicholson@example.net,5442688900,1981-01-07,Cancelled,86991232.78,Online,Express,Debit Card
3017,Annette Johnson,forddonna@example.net,6743364768,1976-02-03,Shipped,60316158.62,Mobile App,Express,Debit Card
3018,Alexandria Stafford,joshua17@example.com,6285181754,2019-12-04,Shipped,61514119.73,Online,Next Day,PayPal
3019,Catherine Harrison,thomaslauren@example.net,8465735889,2023-01-09,Processing,80071984.96,Online,Express,Cash
3020,Joseph Brown,lindseychristine@example.net,7237775586,2020-02-28,Processing,63826129.75,Mobile App,Standard,PayPal
3021,Jeffrey Dickson,patricksmith@example.org,3745008693,2001-07-24,Processing,33452875.75,Phone,Express,Debit Card
3022,Keith Burton,susan34@example.org,5139041438,1984-03-21,Processing,83239020.63,In-Store,Express,Credit Card
3023,Mark Brooks,elizabeth11@example.com,2756064056,2007-03-24,Processing,89740313.2,Mobile App,Standard,PayPal
3024,Sherry Perez,cbutler@example.com,6652965522,2000-01-24,Shipped,47856202.44,Mobile App,Standard,Credit Card
3025,Stephanie Roberts,ellismonica@example.org,0740086690,2004-01-26,Cancelled,52238773.76,In-Store,Next Day,Debit Card
3026,Ethan Allen,pbrock@example.org,1856390652,1995-07-17,Cancelled,96394922.99,Phone,Express,Debit Card
3027,Catherine Morgan,mitchellalexa@example.com,0450892079,1983-03-22,Pending,70385463.14,Mobile App,Next Day,Cash
3028,Timothy Carpenter,lorijohnson@example.net,2519050700,1986-04-29,Pending,94679075.05,Phone,Standard,PayPal
3029,Ms. Alexis Richardson,davismegan@example.org,4702030824,2004-04-30,Delivered,80632743.23,In-Store,Express,Credit Card
3030,Caitlin Day,jeremiahmunoz@example.org,9910462153,1996-06-12,Shipped,37846838.5,In-Store,Standard,Cash
3031,Amanda Jensen,zrodriguez@example.org,5555813915,2019-06-22,Delivered,39361124.18,In-Store,Express,Credit Card
3032,Elizabeth Hernandez,mary97@example.com,6439678197,1980-03-18,Shipped,28899819.86,In-Store,Express,Credit Card
3033,Dave Hodges,cynthia01@example.com,1920334639,1975-07-18,Cancelled,67031873.19,Mobile App,Express,Credit Card
3034,Kaitlyn Perez,shellyross@example.net,3879473444,1977-11-17,Pending,51860267.42,Online,Express,Cash
3035,Sharon Conner,david30@example.org,7024268447,1991-12-07,Shipped,53097427.57,Mobile App,Express,Debit Card
3036,Misty Henderson,jerrybishop@example.com,0422651005,1975-02-07,Shipped,38633683.27,In-Store,Express,Credit Card
3037,Frank Young DDS,brianwong@example.com,1844664537,1976-01-19,Cancelled,14126434.78,In-Store,Standard,Debit Card
3038,Jack Peterson,reyesanthony@example.com,2880028074,2004-12-25,Shipped,12749625.81,Mobile App,Standard,Cash
3039,Lauren Miller,lopezjoshua@example.net,0445832623,1993-02-23,Shipped,70967373.07,In-Store,Standard,Cash
3040,Daniel Little,robynwilliams@example.net,9876163505,1974-10-01,Processing,45388397.69,In-Store,Express,Credit Card
3041,Stephanie Wu,deannaleon@example.com,7592820398,1983-05-01,Pending,53291977.31,Mobile App,Next Day,PayPal
3042,John Keller,scottmcbride@example.org,6719657475,1984-07-13,Processing,11925796.3,Phone,Express,Credit Card
3043,Michael Chambers,kstanley@example.com,2748459974,2012-07-31,Shipped,67263074.64,Mobile App,Standard,PayPal
3044,Eric Pope,shanepeterson@example.com,4253330586,1975-06-03,Delivered,42090710.39,Mobile App,Express,Debit Card
3045,Melissa Andrade,nobrien@example.com,2487902016,1982-11-07,Processing,35627428.2,In-Store,Express,Debit Card
3046,Marcus Osborn,juarezjonathan@example.net,0067547819,1994-08-05,Pending,27098303.15,Phone,Next Day,PayPal
3047,Rebecca Lopez,myoung@example.com,0042398375,2006-08-15,Delivered,22652363.98,Mobile App,Next Day,Credit Card
3048,William Barnes,josegonzalez@example.org,9269503514,1975-10-08,Processing,21719888.78,Online,Standard,Cash
3049,Christopher Herrera,alisha39@example.net,8188494967,2013-04-07,Cancelled,85050360.22,Online,Next Day,PayPal
3050,Richard Foley,tommy37@example.com,9174150274,1984-10-23,Shipped,72311462.34,In-Store,Standard,Cash
3051,Theodore Ballard,kwashington@example.net,9421901570,1984-12-10,Processing,36986928.96,Phone,Express,Credit Card
3052,Emily Cordova,george75@example.org,3238161078,1971-12-03,Pending,97208264.74,Online,Standard,PayPal
3053,Ashley Holmes,uphillips@example.org,9643379396,1999-12-06,Shipped,32516362.16,Online,Express,PayPal
3054,Brandon Brock,jenkinsbrenda@example.org,7689209623,2021-09-10,Shipped,28306286.76,Online,Standard,PayPal
3055,Stephen Ortiz,kelly01@example.net,1374767980,2004-01-17,Delivered,89792182.01,In-Store,Express,Credit Card
3056,Janice Castillo,susan93@example.net,8338597462,1974-09-23,Delivered,32404579.27,Mobile App,Express,Cash
3057,Mary Sanford,john20@example.org,9083270328,1999-02-02,Cancelled,23923895.21,In-Store,Express,PayPal
3058,Shane Medina,drodriguez@example.com,1936867158,2002-04-18,Shipped,59605529.68,Phone,Next Day,PayPal
3059,Elizabeth Johnson,sherrycross@example.net,5882424761,1970-09-24,Cancelled,74851314.22,In-Store,Express,PayPal
3060,Michelle Hobbs,wsutton@example.org,9063723246,1978-04-30,Shipped,87278428.19,Mobile App,Express,Cash
3061,Julia Hernandez,jenniferporter@example.org,4705946853,2022-12-26,Processing,97287735.7,Phone,Standard,Credit Card
3062,Paige James,eric71@example.net,9295721986,2014-06-10,Pending,79762678.95,Mobile App,Next Day,Credit Card
3063,Joshua Dyer,vhodges@example.net,7088418874,2022-01-20,Pending,49522474.42,In-Store,Express,Credit Card
